,Address,Rent,Beds,Baths,Type,Area_in_sqft,Rent_per_sqft,Rent_category,Frequency,Furnishing,Purpose,Location,City,Latitude,Longitude,Rent_per_bed,Rent_per_bath
4805,"Collective 2.0 Tower B, Collective 2.0, Dubai Hills Estate, Dubai",35422.34332425068,2,2,Apartment,724,48.92588856940702,Medium,Yearly,Furnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,17711.17166212534,17711.17166212534
4806,"South Ridge 2, South Ridge, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,963,36.78332640109105,Medium,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4807,"Downtown Views II Tower 3, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",35422.34332425068,1,2,Apartment,732,48.391179404714045,Medium,Yearly,Unfurnished,For Rent,Za'Abeel,Dubai,25.21683265,55.30011608643647,35422.34332425068,17711.17166212534
4808,"Golden Sands Al Barsha, Al Barsha 1, Al Barsha, Dubai",35422.34332425068,2,2,Apartment,1431,24.753559276205927,Medium,Yearly,Unfurnished,For Rent,Al Barsha,Dubai,25.096326,55.1984022,17711.17166212534,17711.17166212534
4809,"Residence 1, Meydan Avenue, Meydan City, Dubai",35422.34332425068,2,2,Apartment,1910,18.545729489136484,Medium,Yearly,Unfurnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,17711.17166212534,17711.17166212534
4810,"Golf Apartments, The Links, The Views, Dubai",35422.34332425068,1,2,Apartment,920,38.50254709157683,Medium,Yearly,Furnished,For Rent,The Views,Dubai,25.09125005,55.170056626517066,35422.34332425068,17711.17166212534
4811,"Bayshore at Creek Beach, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,723,48.99355923132874,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4812,"Al Ramth 35, Al Ramth, Remraam, Dubai",35422.34332425068,3,2,Apartment,2206,16.057272585789068,Medium,Yearly,Unfurnished,For Rent,Remraam,Dubai,25.0013542,55.24885632771925,11807.447774750226,17711.17166212534
4813,"Palace Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,700,50.6033476060724,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4814,"Burj Views C, Burj Views, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,783,45.239263504790145,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4815,"Rukan 2, Rukan, Dubailand, Dubai",35422.34332425068,3,2,Villa,1894,18.70239879844281,Medium,Yearly,Unfurnished,For Rent,Dubailand,Dubai,25.05865715,55.245999207609245,11807.447774750226,17711.17166212534
4816,"SLS Dubai Hotel & Residences, Business Bay, Dubai",35422.34332425068,0,2,Apartment,678,52.245344136062954,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4817,"Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",35422.34332425068,2,2,Apartment,800,44.27792915531335,Medium,Yearly,Unfurnished,For Rent,Sobha Hartland,Dubai,25.177246,55.30791298414965,17711.17166212534,17711.17166212534
4818,"Merano Tower, Business Bay, Dubai",35422.34332425068,2,2,Apartment,956,37.05266038101535,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4819,"Millennium Atria, The Atria, Business Bay, Dubai",35422.34332425068,1,2,Apartment,795,44.556406697170665,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4820,"D1 Tower, Culture Village, Dubai",35422.34332425068,1,2,Apartment,1088,32.557300849495114,Medium,Yearly,Unfurnished,For Rent,Culture Village,Dubai,25.22633235,55.33809781043797,35422.34332425068,17711.17166212534
4821,"Tower 2, Dubai Wharf, Culture Village, Dubai",35422.34332425068,2,2,Apartment,1507,23.505204594725072,Medium,Yearly,Unfurnished,For Rent,Culture Village,Dubai,25.22633235,55.33809781043797,17711.17166212534,17711.17166212534
4822,"Harbour Views 1, Harbour Views, Dubai Creek Harbour, Dubai",35422.34332425068,2,2,Apartment,1182,29.96814156027976,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,17711.17166212534,17711.17166212534
4823,"Vera Residences, Business Bay, Dubai",35422.34332425068,2,2,Apartment,906,39.09750918791466,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4824,"Elite 1 Downtown Residence, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,1007,35.176110550397894,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4825,"Goldcrest Views 1, JLT Cluster V, Jumeirah Lake Towers (JLT), Dubai",35422.34332425068,2,2,Apartment,1226,28.892612825653085,Medium,Yearly,Unfurnished,For Rent,Jumeirah Lake Towers (Jlt),Dubai,25.0690625,55.141165591907736,17711.17166212534,17711.17166212534
4826,"Azizi Iris, Al Furjan, Dubai",35422.34332425068,2,2,Apartment,1447,24.479850258639036,Medium,Yearly,Unfurnished,For Rent,Al Furjan,Dubai,25.0267099,55.1469903,17711.17166212534,17711.17166212534
4827,"Boulevard Point, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,795,44.556406697170665,Medium,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4828,"Bahia Residence 2, Bahia Residence, Acacia Avenues, Al Sufouh 1, Al Sufouh, Dubai",35422.34332425068,2,2,Apartment,1437,24.650204122651836,Medium,Yearly,Unfurnished,For Rent,Al Sufouh,Dubai,25.10953625,55.1722137,17711.17166212534,17711.17166212534
4829,"Expo Golf Villas 2 (Parkside 2), Expo Golf Villas, Emaar South, Dubai South, Dubai",35422.34332425068,4,2,Townhouse,2848,12.437620549245324,Medium,Yearly,Unfurnished,For Rent,Dubai South,Dubai,24.9144391,55.1615128,8855.58583106267,17711.17166212534
4830,"Elite Residence, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1329,26.653380981377488,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4831,"Palace Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,705,50.244458615958415,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4832,"Reem Townhouses, Town Square, Dubai",35422.34332425068,3,2,Townhouse,2023,17.509808860232663,Medium,Yearly,Unfurnished,For Rent,Town Square,Dubai,25.01085145,55.28887629766314,11807.447774750226,17711.17166212534
4833,"Downtown Views II Tower 1, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",35422.34332425068,1,2,Apartment,689,51.411238496735386,Medium,Yearly,Furnished,For Rent,Za'Abeel,Dubai,25.21683265,55.30011608643647,35422.34332425068,17711.17166212534
4834,"Sydney Tower, JVC District 18, Jumeirah Village Circle (JVC), Dubai",35422.34332425068,2,2,Apartment,1200,29.518619436875564,Medium,Yearly,Furnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,17711.17166212534,17711.17166212534
4835,"1 Residences Building 1, 1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",35422.34332425068,1,2,Apartment,934,37.925421117166216,Medium,Yearly,Unfurnished,For Rent,Bur Dubai,Dubai,25.23559045,55.29672026315799,35422.34332425068,17711.17166212534
4836,"Elite Residence, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1329,26.653380981377488,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4837,"Zanzebeel 3, Zanzebeel, Old Town, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,967,36.631172000259234,Medium,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4838,"The Signature, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,884,40.070524122455524,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4839,"Trident Waterfront, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1709,20.726941675980502,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
4840,"Binghatti Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai",35422.34332425068,2,2,Apartment,1171,30.24965271071792,Medium,Yearly,Unfurnished,For Rent,Jumeirah Village Circle (Jvc),Dubai,25.0559446,55.20746502861806,17711.17166212534,17711.17166212534
4841,"The Palm Tower, Palm Jumeirah, Dubai",35422.34332425068,0,2,Apartment,524,67.59989184017306,Medium,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,35422.34332425068,17711.17166212534
4842,"The Palm Tower, Palm Jumeirah, Dubai",35422.34332425068,0,2,Apartment,501,70.7032800883247,Medium,Yearly,Unfurnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,35422.34332425068,17711.17166212534
4843,"Creek Rise 1 Tower, Creek Rise, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,789,44.89523869209809,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4844,"DAMAC Heights, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,852,41.575520333627566,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4845,"Dubai Creek Residence Tower 1 North, Dubai Creek Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,879,40.2984565691134,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4846,"The Lofts East, The Lofts, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,881,40.20697312627773,Medium,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4847,"Golden Sands Al Barsha, Al Barsha 1, Al Barsha, Dubai",35422.34332425068,2,2,Apartment,1436,24.667370002724795,Medium,Yearly,Unfurnished,For Rent,Al Barsha,Dubai,25.096326,55.1984022,17711.17166212534,17711.17166212534
4848,"Sobha Creek Vistas Reserve, Sobha Hartland, Dubai",35422.34332425068,2,2,Apartment,803,44.112507253114174,Medium,Yearly,Unfurnished,For Rent,Sobha Hartland,Dubai,25.177246,55.30791298414965,17711.17166212534,17711.17166212534
4849,"Mulberry 1 Building B1, Mulberry 1, Park Heights, Dubai Hills Estate, Dubai",35422.34332425068,1,2,Apartment,914,38.75529904184976,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,35422.34332425068,17711.17166212534
4850,"Amazonia, DAMAC Hills 2 (Akoya by DAMAC), Dubai",35422.34332425068,3,2,Townhouse,1885,18.791694071220522,Medium,Yearly,Furnished,For Rent,Damac Hills 2 (Akoya By Damac),Dubai,24.987364,55.373964,11807.447774750226,17711.17166212534
4851,"DXB Tower, Sheikh Zayed Road, Dubai",35422.34332425068,2,2,Apartment,1458,24.29516003035026,Medium,Yearly,Unfurnished,For Rent,Sheikh Zayed Road,Dubai,25.21762295,55.27828309,17711.17166212534,17711.17166212534
4852,"Elite 1 Downtown Residence, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,821,43.1453633669314,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4853,"Downtown Views II Tower 2, Downtown Views II, Za'abeel 2, Za'abeel, Dubai",35422.34332425068,1,2,Apartment,741,47.80343228643817,Medium,Yearly,Unfurnished,For Rent,Za'Abeel,Dubai,25.21683265,55.30011608643647,35422.34332425068,17711.17166212534
4854,"Dubai Creek Residence Tower 1 South, Dubai Creek Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,879,40.2984565691134,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4855,"Bahwan Tower, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,1057,33.51215073249828,Medium,Yearly,Unfurnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4856,"Executive Tower C, Executive Towers, Business Bay, Dubai",35422.34332425068,2,2,Apartment,1410,25.122229307979207,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4857,"Al Anbara, Shoreline Apartments, Palm Jumeirah, Dubai",35422.34332425068,1,2,Apartment,720,49.19769906145929,Medium,Yearly,Furnished,For Rent,Palm Jumeirah,Dubai,25.1180879,55.1342009,35422.34332425068,17711.17166212534
4858,"DAMAC Heights, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,832,42.57493188010899,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4859,"Elite 1 Downtown Residence, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,1003,35.31639414182521,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4860,"Azizi Riviera 35, Azizi Riviera, Meydan One, Meydan City, Dubai",35422.34332425068,3,2,Apartment,1058,33.48047573180594,Medium,Yearly,Unfurnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,11807.447774750226,17711.17166212534
4861,"Park Heights 1, Park Heights, Dubai Hills Estate, Dubai",35422.34332425068,1,2,Apartment,649,54.57988185554804,Medium,Yearly,Furnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,35422.34332425068,17711.17166212534
4862,"Orra Harbour Residences, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,903,39.22740124501737,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4863,"Mulberry 2 Building B2, Mulberry 2, Park Heights, Dubai Hills Estate, Dubai",35422.34332425068,1,2,Apartment,870,40.71533715431113,Medium,Yearly,Unfurnished,For Rent,Dubai Hills Estate,Dubai,25.12689085,55.263874387067744,35422.34332425068,17711.17166212534
4864,"Bahar 4, Bahar, Jumeirah Beach Residence (JBR), Dubai",35422.34332425068,2,2,Apartment,1268,27.93560199073397,Medium,Yearly,Unfurnished,For Rent,Jumeirah Beach Residence (Jbr),Dubai,25.0778021,55.13518094856796,17711.17166212534,17711.17166212534
4865,"Asayel Building 3, Asayel, Madinat Jumeirah Living, Umm Suqeim, Dubai",35422.34332425068,1,2,Apartment,772,45.88386440965114,Medium,Yearly,Unfurnished,For Rent,Umm Suqeim,Dubai,25.1647586,55.2187285,35422.34332425068,17711.17166212534
4866,"Azizi Riviera 22, Azizi Riviera, Meydan One, Meydan City, Dubai",35422.34332425068,2,2,Apartment,853,41.526779981536556,Medium,Yearly,Unfurnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,17711.17166212534,17711.17166212534
4867,"1 Residences Building 2, 1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",35422.34332425068,1,2,Apartment,924,38.33586939853969,Medium,Yearly,Furnished,For Rent,Bur Dubai,Dubai,25.23559045,55.29672026315799,35422.34332425068,17711.17166212534
4868,"Bonaire Tower, Park Island, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,1253,28.270026595571174,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4869,"Reehan 6, Reehan, Old Town, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,944,37.52366877568928,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4870,"Vera Residences, Business Bay, Dubai",35422.34332425068,2,2,Apartment,892,39.71114722449628,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4871,"DAMAC Heights, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,928,38.17062858216668,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4872,"The Dubai Creek Residences North Podium, Dubai Creek Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,878,40.34435458342902,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4873,"Palace Residences, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,709,49.960991994711826,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4874,"Azizi Riviera 35, Azizi Riviera, Meydan One, Meydan City, Dubai",35422.34332425068,3,2,Apartment,1060,33.417305022878004,Medium,Yearly,Unfurnished,For Rent,Meydan City,Dubai,25.1541673,55.2906695,11807.447774750226,17711.17166212534
4875,"Mirdif, Dubai",35422.34332425068,4,2,Villa,2870,12.3422799039201,Medium,Yearly,Unfurnished,For Rent,Mirdif,Dubai,25.2211708,55.4224204,8855.58583106267,17711.17166212534
4876,"Aykon City Tower C, Aykon City, Business Bay, Dubai",35422.34332425068,2,2,Apartment,809,43.7853440349205,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4877,"Creek Rise 1 Tower, Creek Rise, Dubai Creek Harbour, Dubai",35422.34332425068,1,2,Apartment,825,42.93617372636446,Medium,Yearly,Furnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,35422.34332425068,17711.17166212534
4878,"DAMAC Heights, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,811,43.6773653813202,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4879,"5242 Tower 2, 5242 Towers, Dubai Marina, Dubai",35422.34332425068,1,2,Apartment,676,52.39991616013415,Medium,Yearly,Unfurnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,35422.34332425068,17711.17166212534
4880,"Creek Gate Tower 1, Creek Gate, Dubai Creek Harbour, Dubai",35422.34332425068,2,2,Apartment,1045,33.896979257656156,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,17711.17166212534,17711.17166212534
4881,"Yansoon 5, Yansoon, Old Town, Downtown Dubai, Dubai",35422.34332425068,1,2,Apartment,807,43.89385790190736,Medium,Yearly,Furnished,For Rent,Downtown Dubai,Dubai,25.18668425,55.27470526460112,35422.34332425068,17711.17166212534
4882,"15 Northside Tower 2, 15 Northside, Business Bay, Dubai",35422.34332425068,1,2,Apartment,577,61.39054302296479,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4883,"DAMAC Paramount Tower (Midtown) Hotel And Residences, Business Bay, Dubai",35422.34332425068,1,2,Apartment,974,36.36790895713623,Medium,Yearly,Furnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,35422.34332425068,17711.17166212534
4884,"Aykon City Tower C, Aykon City, Business Bay, Dubai",35422.34332425068,2,2,Apartment,803,44.112507253114174,Medium,Yearly,Unfurnished,For Rent,Business Bay,Dubai,25.18942655,55.26481901527489,17711.17166212534,17711.17166212534
4885,"17 Icon Bay, Dubai Creek Harbour, Dubai",35422.34332425068,2,2,Apartment,1095,32.34917198561706,Medium,Yearly,Unfurnished,For Rent,Dubai Creek Harbour,Dubai,25.197978,55.36037960558315,17711.17166212534,17711.17166212534
4886,"Princess Tower, Dubai Marina, Dubai",35422.34332425068,2,2,Apartment,1305,27.14355810287408,Medium,Yearly,Furnished,For Rent,Dubai Marina,Dubai,25.0786415,55.1352524,17711.17166212534,17711.17166212534
